"4532,"
"4365,"
"3817,"
"-,"
"-,"
"-,"
"-,"
"-,"

"4447,"
"4312,"
"3758,"
"-,"
"-,"
"-,"
"-,"
"-,"

"4391,"
"4281,"
"3710,"
"-,"
"-,"
"-,"
"-,"
"-,"

"4342,"
"4265,"
"3693,"
"-,"
"-,"
"-,"
"-,"
"-,"

"4353,"
"4280,"
"3683,"
"-,"
"-,"
"-,"
"-,"
"-,"

"4338,"
"4270,"
"3698,"
"-,"
"-,"
"-,"
"-,"
"-,"

"4342,"
"4242,"
"3665,"
"-,"
"-,"
"-,"
"-,"
"-,"

"4312,"
"4225,"
"3643,"
"-,"
"-,"
"-,"
"-,"
"-,"

"4017,"
"3812,"
"3329,"
"-,"
"-,"
"-,"
"-,"
"-,"

"3978,"
"3699,"
"3306,"
"-,"
"-,"
"-,"
"-,"
"-,"

"3954,"
"3661,"
"3306,"
"-,"
"-,"
"-,"
"-,"
"-,"

"3964,"
"3650,"
"3324,"
"-,"
"-,"
"-,"
"-,"
"-,"

"3931,"
"3600,"
"3325,"
"-,"
"-,"
"-,"
"-,"
"-,"

"3945,"
"3587,"
"3321,"
"-,"
"-,"
"-,"
"-,"
"-,"

"3912,"
"3585,"
"3320,"
"-,"
"-,"
"-,"
"-,"
"-,"

"3926,"
"3602,"
"3311,"
"-,"
"-,"
"-,"
"-,"
"-,"

"3941,"
"3543,"
"3340,"
"-,"
"-,"
"-,"
"-,"
"-,"

"3900,"
"3566,"
"3321,"
"-,"
"-,"
"-,"
"-,"
"-,"

"3926,"
"3575,"
"3314,"
"-,"
"-,"
"-,"
"-,"
"-,"

"3921,"
"3580,"
"3322,"
"-,"
"-,"
"-,"
"-,"
"-,"

"3933,"
"3541,"
"3318,"
"-,"
"-,"
"-,"
"-,"
"-,"

"3911,"
"3544,"
"3317,"
"-,"
"-,"
"-,"
"-,"
"-,"

"3931,"
"3557,"
"3323,"
"-,"
"-,"
"-,"
"-,"
"-,"

"3904,"
"3538,"
"3330,"
"-,"
"-,"
"-,"
"-,"
"-,"

"3930,"
"3545,"
"3341,"
"-,"
"-,"
"-,"
"-,"
"-,"

"3904,"
"3543,"
"3321,"
"-,"
"-,"
"-,"
"-,"
"-,"

"3901,"
"3512,"
"3328,"
"-,"
"-,"
"-,"
"-,"
"-,"

"3891,"
"3505,"
"3325,"
"-,"
"-,"
"-,"
"-,"
"-,"

"3904,"
"3510,"
"3319,"
"-,"
"-,"
"-,"
"-,"
"-,"

"3866,"
"3526,"
"3327,"
"-,"
"-,"
"-,"
"-,"
"-,"

"3875,"
"3495,"
"3290,"
"-,"
"-,"
"-,"
"-,"
"-,"

"3905,"
"3514,"
"3325,"
"-,"
"-,"
"-,"
"-,"
"-,"

"3885,"
"3524,"
"3316,"
"-,"
"-,"
"-,"
"-,"
"-,"

"3904,"
"3488,"
"3329,"
"-,"
"-,"
"-,"
"-,"
"-,"

"3872,"
"3475,"
"3324,"
"-,"
"-,"
"-,"
"-,"
"-,"

"3878,"
"3497,"
"3333,"
"-,"
"-,"
"-,"
"-,"
"-,"

"3886,"
"3472,"
"3282,"
"-,"
"-,"
"-,"
"-,"
"-,"

"3892,"
"3452,"
"3304,"
"-,"
"-,"
"-,"
"-,"
"-,"

"3875,"
"3488,"
"3329,"
"-,"
"-,"
"-,"
"-,"
"-,"

"3875,"
"3467,"
"3311,"
"-,"
"-,"
"-,"
"-,"
"-,"
